city,price,name,address,description,link
charlotte NC,"$1,000,000",10412 Harrisburg Rd,"10412 Harrisburg Rd
Charlotte, NC 28215",Land • +/- 10.01 AC For Sale,https://www.crexi.com/properties/1924572/north-carolina-10412-harrisburg-rd
charlotte NC,"$800,000",4704 Shopton Rd.,"4704 Shopton Rd
Charlotte, NC 28217",Land • 0.7 acres,https://www.crexi.com/properties/1752251/north-carolina-4704-shopton-rd
charlotte NC,"$300,000",765 East Mallard Creek Church Road,"765 E Mallard Creek Church Rd
Charlotte, NC 28262",Land • 1.4 acres,https://www.crexi.com/properties/1079238/north-carolina-765-east-mallard-creek-church-road
charlotte NC,"$650,000",715 North Church Condos,"715 N Church St
Charlotte, NC 28202",Owner-occupant opportunity in Uptown Charlotte,https://www.crexi.com/properties/1937145/north-carolina-715-north-church-condos
charlotte NC,"$349,999",9738 Ridge St.,"9738 Ridge St
Charlotte, NC 28214",Land • 1.762 acres,https://www.crexi.com/properties/1525480/north-carolina-9738-ridge-st
charlotte NC,"$750,000",Mount Holly,"11033 Mt Holly Rd
Charlotte, NC 28214",Land • 0.75 acres,https://www.crexi.com/properties/767784/north-carolina-mount-holly
charlotte NC,"$2,250,000",2504-2510 W Sugar Creek Rd,"2504 W Sugar Creek Rd
Charlotte, NC 28262",Prime Unanchored Multi-Tenant Retail Shopping Strip,https://www.crexi.com/properties/1993448/north-carolina-2504-2510-w-sugar-creek-rd
charlotte NC,"$4,950,000",10030 CALLABRIDGE CT,"10030 Callabridge Ct
Charlotte, NC 28216","Office • 30,000 SF",https://www.crexi.com/properties/1693595/north-carolina-10030-callabridge-ct
charlotte NC,"$2,200,000",FORMER BEAUGARDE RESTAURANT,"3030 Freedom Dr
Charlotte, NC 28208","Retail • 6,800 SF",https://www.crexi.com/properties/1635762/north-carolina-former-beaugarde-restaurant
charlotte NC,Unpriced,2451 Executive St,"2451 Executive St
Charlotte, NC 28208","Industrial • 16,200 SF",https://www.crexi.com/properties/1917055/north-carolina-2451-executive-st
charlotte NC,"$1,200,000",ABC Academy Daycare,"4821 E W.T. Harris Blvd
Charlotte, NC 28215","Business for Sale • 25.00% CAP • 2,527 SF",https://www.crexi.com/properties/1993639/north-carolina-abc-academy-daycare
charlotte NC,"$2,200,000",306 Clanton Rd.(LOSO),"306 Clanton Rd
Charlotte, NC 28217","Office • 7,200 SF",https://www.crexi.com/properties/1815795/north-carolina-306-clanton-rdloso
charlotte NC,Unpriced,Plaza Midwood Restaurant Space,"1109 Morningside Dr
Charlotte, NC 28205","Retail • 1,888 SF",https://www.crexi.com/properties/1958646/north-carolina-plaza-midwood-restaurant-space
charlotte NC,Unpriced,Steelhaus Commercial Condos,"1600 Fulton Ave
Charlotte, NC 28205",Loft-Style Office Condo • 900 SF,https://www.crexi.com/properties/2013672/north-carolina-steelhaus-commercial-condos
charlotte NC,"$7,350,000",44 Units in 4 Property Portfolio,4 LOCATIONS,"44 Units in 4 Property Portfolio, Charlotte NC MSA",https://www.crexi.com/properties/1959819/north-carolina-44-units-in-4-property-portfolio
charlotte NC,Unpriced,Rocky River Rd @ I-485 – Land,"Rocky River Rd / Plaza Rd Ext
Charlotte, NC 28215",Multifamily,https://www.crexi.com/properties/893213/north-carolina-rocky-river-rd-i-485
charlotte NC,Unpriced,2639 Wilkinson Blvd | 3.2 Acre Development Opportunity,"2639 Wilkinson Blvd
Charlotte, NC 28208",3.2 AC of Commercial Land for Redevelopment,https://www.crexi.com/properties/1955412/north-carolina-2639-wilkinson-blvd-32-acre-development-opportunity
charlotte NC,Unpriced,University East Professional Center,"2501 E W.T. Harris Blvd
Charlotte, NC 28213",Office,https://www.crexi.com/properties/267079/north-carolina-2315-e-wt-harris-blvd
charlotte NC,"$2,000,000",Rocky River @ 485 Build,"Rocky River Road @ 485
Charlotte, NC 28215","Retail • 20,000 SF",https://www.crexi.com/properties/665571/north-carolina-plaza-road
charlotte NC,"$4,900,000",Red Rust Lane,"Red Rust Ln
Charlotte, NC 28277","Office • 26,400 SqFt",https://www.crexi.com/properties/1688951/north-carolina-red-rust-lane
charlotte NC,Unpriced,"For Sale ± 10,120 SF | Charlotte, NC","8020 Tower Point Dr
Charlotte, NC 28227","For Sale ± 10,120 SF Industrial Building • Charlotte, NC",https://www.crexi.com/properties/1666273/north-carolina-for-sale-10120-sf-charlotte-nc
charlotte NC,"$2,250,000",1426 E. 4th Street,"1426 E 4th St
Charlotte, NC 28204",Recent Price Reduction - Unique brewery/restaurant near Charlotte's most desirable neighborhoods,https://www.crexi.com/properties/1583099/north-carolina-1426-e-4th-street
charlotte NC,"$825,000",8426 MEDICAL PLAZA DRIVE,"8426 Medical Plaza Dr
Charlotte, NC 28262",Office,https://www.crexi.com/properties/1766137/north-carolina-8426-medical-plaza-drive
charlotte NC,"$1 - 30,000,000/SF",5.14 +/- Acre Light Industrial Site For Sale,"4000 Shopton Rd
Charlotte, NC 28217",Industrial Development Site Near CLT Douglas Airport For Sale,https://www.crexi.com/properties/825664/north-carolina-10-acre-steele-creek-rezone-site-call-for-offers-61722
charlotte NC,"$1,550,000",Plaza Midwood Restaurant Space,"1109 Morningside Drive
Charlotte, NC 28205",Retail,https://www.crexi.com/properties/1958822/north-carolina-plaza-midwood-restaurant-space
charlotte NC,"$620,000",4312 Tantilla Circle,"4312 Tantilla Cir
Charlotte, NC 28215",Flat multifamily zoned parcel allows development of 3-story 12 unit walk-up apartments or condos,https://www.crexi.com/properties/1915222/north-carolina-4312-tantilla-circle
charlotte NC,"$6,750,000",Shoppes at Smith Corners,"7340 Smith Corners Blvd
Charlotte, NC 28269","Retail • 6.68% CAP • 18,688 SF",https://www.crexi.com/properties/1950018/north-carolina-shoppes-at-smith-corners
charlotte NC,"$3,200,000",1220 S. Graham,"1220 S Graham St
Charlotte, NC 28203","Office • 6,000 SF",https://www.crexi.com/properties/1675278/north-carolina-1220-s-graham
charlotte NC,Unpriced,3600 Primrose Ave,"3600 Primrose Ave
Charlotte, NC 28208","16.20 acre Industrial Lot • Opportunity Zone • Charlotte, NC",https://www.crexi.com/properties/498916/north-carolina-3600-primrose-ave
charlotte NC,"$900,000",3120 Latrobe Dr. Suite 190,"3120 Latrobe Dr. Suite 190
Charlotte, NC 28211",Office,https://www.crexi.com/properties/1964020/north-carolina-3120-latrobe-dr-suite-190
charlotte NC,"$625,000",Charlotte National Building Office Condo,"428 E 4th St
Charlotte, NC 28202","Office • 2,664 SF",https://www.crexi.com/properties/1516651/north-carolina-charlotte-national-building
charlotte NC,"$1,540,000",Parkwood Ave - Residential Development Land,"1602 Parkwood Ave
Charlotte, NC 28205","Two parcels available off of Parkwood Ave, near Plaza Road. .58 acres total.",https://www.crexi.com/properties/1875724/north-carolina-parkwood-ave---residential-development-land
charlotte NC,Unpriced,"8300 IKEA Blvd, Charlotte, NC","8300 IKEA Blvd
Charlotte, NC 28262",IKEA Outlot • 2.4 acres,https://www.crexi.com/properties/702691/north-carolina-charlotte-outlot-1
charlotte NC,"$402,378","17232 Lancaster Hwy, Charlotte, NC 28277","17232 Lancaster Hwy.
Charlotte, NC 28277","Office • 1,250 SqFt",https://www.crexi.com/properties/2031335/north-carolina-17232-lancaster-hwy-charlotte-nc-28277
